sample_name	mtx_study_accession	mtx_run_accession	mgx_study_accession	mgx_run_accession	sample_type
CSM67UDR	PRJNA398089	SRR5949239	PRJNA398089	SRR5935814	human_gut
HSM67VGA	PRJNA398089	SRR5949240	PRJNA398089	SRR5935958	human_gut
MSM6J2LV	PRJNA398089	SRR5949241	PRJNA398089	SRR5935812	human_gut
CSM67UBN	PRJNA398089	SRR5949242	PRJNA398089	SRR5935811	human_gut
HSM7J4NO	PRJNA398089	SRR5949243	PRJNA398089	SRR5935875	human_gut
HSM7J4KQ	PRJNA398089	SRR5949244	PRJNA398089	SRR5936173	human_gut
MSM9VZMA	PRJNA398089	SRR5949245	PRJNA398089	SRR5935773	human_gut
MSM9VZNH	PRJNA398089	SRR5949246	PRJNA398089	SRR5935774	human_gut
HSM7J4PI	PRJNA398089	SRR5949247	PRJNA398089	SRR5936189	human_gut
CSM79HRG	PRJNA398089	SRR5949248	PRJNA398089	SRR5950737	human_gut
HSM7J4HC	PRJNA398089	SRR5949249	PRJNA398089	SRR5936025	human_gut
PSM7J1A6	PRJNA398089	SRR5949250	PRJNA398089	SRR5936021	human_gut
MSM79H9M	PRJNA398089	SRR5949251	PRJNA398089	SRR5936020	human_gut
MSM79HCI	PRJNA398089	SRR5949252	PRJNA398089	SRR5936019	human_gut
MSM79HDA	PRJNA398089	SRR5949253	PRJNA398089	SRR5936026	human_gut
PSM7J1BB	PRJNA398089	SRR5949254	PRJNA398089	SRR5936024	human_gut
PSM6XBUK	PRJNA398089	SRR5949255	PRJNA398089	SRR5936023	human_gut
HSM7J4HM	PRJNA398089	SRR5949256	PRJNA398089	SRR5936022	human_gut
MSM79H5Q	PRJNA398089	SRR5949257	PRJNA398089	SRR5936112	human_gut
HSM67VHJ	PRJNA398089	SRR5949258	PRJNA398089	SRR5936114	human_gut
PSM6XBT9	PRJNA398089	SRR5949259	PRJNA398089	SRR5935789	human_gut
HSM67VGK	PRJNA398089	SRR5949260	PRJNA398089	SRR5935788	human_gut
CSM79HOL	PRJNA398089	SRR5949261	PRJNA398089	SRR5936109	human_gut
ESM5ME9U	PRJNA398089	SRR5949262	PRJNA398089	SRR5936113	human_gut
HSM7CZ1V	PRJNA398089	SRR5949263	PRJNA398089	SRR5936110	human_gut
CSM79HPK	PRJNA398089	SRR5949264	PRJNA398089	SRR5936111	human_gut
CSM79HPA	PRJNA398089	SRR5949265	PRJNA398089	SRR5946615	human_gut
PSM6XBV4	PRJNA398089	SRR5949266	PRJNA398089	SRR5935791	human_gut
CSM7KORO	PRJNA398089	SRR5949267	PRJNA398089	SRR5950523	human_gut
CSM7KOPI	PRJNA398089	SRR5949268	PRJNA398089	SRR5935974	human_gut
HSM7J4J7	PRJNA398089	SRR5949269	PRJNA398089	SRR5935977	human_gut
HSM7J4LH	PRJNA398089	SRR5949270	PRJNA398089	SRR5935973	human_gut
CSM7KOPU	PRJNA398089	SRR5949271	PRJNA398089	SRR5950627	human_gut
HSM7J4IO	PRJNA398089	SRR5949272	PRJNA398089	SRR5935972	human_gut
MSM79H81	PRJNA398089	SRR5949273	PRJNA398089	SRR5935971	human_gut
MSM79H7O	PRJNA398089	SRR5949274	PRJNA398089	SRR5935970	human_gut
CSM7KOOV	PRJNA398089	SRR5949275	PRJNA398089	SRR5950665	human_gut
MSM79H9G	PRJNA398089	SRR5949276	PRJNA398089	SRR5935968	human_gut
HSM5MD7S	PRJNA398089	SRR5949277	PRJNA398089	SRR5935936	human_gut
MSM6J2JZ	PRJNA398089	SRR5949278	PRJNA398089	SRR5935833	human_gut
CSM5MCWQ	PRJNA398089	SRR5949279	PRJNA398089	SRR5935887	human_gut
HSM5MD7K	PRJNA398089	SRR5949280	PRJNA398089	SRR5936086	human_gut
MSM6J2HP	PRJNA398089	SRR5949281	PRJNA398089	SRR5936084	human_gut
CSM5MCW6	PRJNA398089	SRR5949282	PRJNA398089	SRR5936088	human_gut
HSM5MD66	PRJNA398089	SRR5949283	PRJNA398089	SRR5936089	human_gut
MSM6J2J5	PRJNA398089	SRR5949284	PRJNA398089	SRR5935829	human_gut
MSM5LLDA	PRJNA398089	SRR5949285	PRJNA398089	SRR5935828	human_gut
MSM6J2JN	PRJNA398089	SRR5949286	PRJNA398089	SRR5935827	human_gut
HSM5MD4N	PRJNA398089	SRR5949287	PRJNA398089	SRR5936235	human_gut
CSM7KOL4	PRJNA398089	SRR5949288	PRJNA398089	SRR5935869	human_gut
PSM7J1A2	PRJNA398089	SRR5949289	PRJNA398089	SRR5935868	human_gut
HSM7CZ14	PRJNA398089	SRR5949290	PRJNA398089	SRR5936208	human_gut
HSM67VIL	PRJNA398089	SRR5949291	PRJNA398089	SRR5935871	human_gut
HSM7J4PQ	PRJNA398089	SRR5949292	PRJNA398089	SRR5935870	human_gut
MSM79HC4	PRJNA398089	SRR5949293	PRJNA398089	SRR5935866	human_gut
CSM7KOKR	PRJNA398089	SRR5949294	PRJNA398089	SRR5946854	human_gut
ESM7F5C5	PRJNA398089	SRR5949295	PRJNA398089	SRR5935867	human_gut
CSM7KOKJ	PRJNA398089	SRR5949296	PRJNA398089	SRR5947013	human_gut
CSM7KOJU	PRJNA398089	SRR5949297	PRJNA398089	SRR5946674	human_gut
HSM67VCZ	PRJNA398089	SRR5949298	PRJNA398089	SRR5935760	human_gut
MSM6J2R2	PRJNA398089	SRR5949299	PRJNA398089	SRR5935759	human_gut
CSM67U9D	PRJNA398089	SRR5949300	PRJNA398089	SRR5935754	human_gut
MSM6J2QR	PRJNA398089	SRR5949301	PRJNA398089	SRR5935753	human_gut
CSM67UBZ	PRJNA398089	SRR5949302	PRJNA398089	SRR5936012	human_gut
HSM5MD7U	PRJNA398089	SRR5949303	PRJNA398089	SRR5936017	human_gut
ESM718V8	PRJNA398089	SRR5949304	PRJNA398089	SRR5935757	human_gut
HSM6XRSG	PRJNA398089	SRR5949305	PRJNA398089	SRR5935752	human_gut
HSM67VEO	PRJNA398089	SRR5949306	PRJNA398089	SRR5936014	human_gut
HSM6XRQW	PRJNA398089	SRR5949307	PRJNA398089	SRR5936008	human_gut
MSM79H7Q	PRJNA398089	SRR5949308	PRJNA398089	SRR5936095	human_gut
CSM67UAK	PRJNA398089	SRR5949309	PRJNA398089	SRR5935931	human_gut
CSM5MCZ3	PRJNA398089	SRR5949310	PRJNA398089	SRR5936239	human_gut
CSM7KORC	PRJNA398089	SRR5949311	PRJNA398089	SRR5950734	human_gut
HSM6XRR7	PRJNA398089	SRR5949312	PRJNA398089	SRR5935935	human_gut
CSM5MCXR	PRJNA398089	SRR5949313	PRJNA398089	SRR5935933	human_gut
MSM6J2IO	PRJNA398089	SRR5949314	PRJNA398089	SRR5935932	human_gut
ESM5MEDF	PRJNA398089	SRR5949315	PRJNA398089	SRR5935934	human_gut
MSM6J2KM	PRJNA398089	SRR5949316	PRJNA398089	SRR5936236	human_gut
HSM7J4M8	PRJNA398089	SRR5949317	PRJNA398089	SRR5936094	human_gut
HSM6XRS4	PRJNA398089	SRR5949318	PRJNA398089	SRR5935905	human_gut
HSM6XRQK	PRJNA398089	SRR5949319	PRJNA398089	SRR5935906	human_gut
CSM7KOR2	PRJNA398089	SRR5949320	PRJNA398089	SRR5950790	human_gut
CSM67UGO	PRJNA398089	SRR5949321	PRJNA398089	SRR5936075	human_gut
ESM718TK	PRJNA398089	SRR5949322	PRJNA398089	SRR5936077	human_gut
MSM6J2MB	PRJNA398089	SRR5949323	PRJNA398089	SRR5936076	human_gut
HSM67VF9	PRJNA398089	SRR5949324	PRJNA398089	SRR5936071	human_gut
CSM79HJM	PRJNA398089	SRR5949325	PRJNA398089	SRR5946750	human_gut
ESM5MECL	PRJNA398089	SRR5949326	PRJNA398089	SRR5936070	human_gut
CSM79HGF	PRJNA398089	SRR5949327	PRJNA398089	SRR5935959	human_gut
MSM6J2R8	PRJNA398089	SRR5949328	PRJNA398089	SRR5936072	human_gut
MSM6J2HR	PRJNA398089	SRR5949329	PRJNA398089	SRR5935916	human_gut
HSM7J4QF	PRJNA398089	SRR5949330	PRJNA398089	SRR5936196	human_gut
MSM79HFY	PRJNA398089	SRR5949331	PRJNA398089	SRR5936195	human_gut
HSM7J4N4	PRJNA398089	SRR5949332	PRJNA398089	SRR5936028	human_gut
MSM79H7Y	PRJNA398089	SRR5949333	PRJNA398089	SRR5936099	human_gut
CSM7KOOD	PRJNA398089	SRR5949334	PRJNA398089	SRR5950527	human_gut
MSM9VZGO	PRJNA398089	SRR5949335	PRJNA398089	SRR5936105	human_gut
HSM7J4JN	PRJNA398089	SRR5949336	PRJNA398089	SRR5936102	human_gut
PSM7J186	PRJNA398089	SRR5949337	PRJNA398089	SRR5936103	human_gut
PSM7J177	PRJNA398089	SRR5949338	PRJNA398089	SRR5936187	human_gut
MSM79HC8	PRJNA398089	SRR5949339	PRJNA398089	SRR5936191	human_gut
PSM7J1AU	PRJNA398089	SRR5949340	PRJNA398089	SRR5936194	human_gut
HSM7CZ38	PRJNA398089	SRR5949341	PRJNA398089	SRR5936188	human_gut
CSM7KOKN	PRJNA398089	SRR5949342	PRJNA398089	SRR5950725	human_gut
MSM79HCK	PRJNA398089	SRR5949343	PRJNA398089	SRR5936198	human_gut
PSM7J1CC	PRJNA398089	SRR5949344	PRJNA398089	SRR5936193	human_gut
HSM7J4I3	PRJNA398089	SRR5949345	PRJNA398089	SRR5936192	human_gut
PSM6XBV2	PRJNA398089	SRR5949346	PRJNA398089	SRR5935982	human_gut
HSM6XRV6	PRJNA398089	SRR5949347	PRJNA398089	SRR5935983	human_gut
CSM79HLE	PRJNA398089	SRR5949348	PRJNA398089	SRR5935826	human_gut
CSM79HIL	PRJNA398089	SRR5949349	PRJNA398089	SRR5946873	human_gut
MSM6J2MJ	PRJNA398089	SRR5949350	PRJNA398089	SRR5935832	human_gut
PSM6XBSU	PRJNA398089	SRR5949351	PRJNA398089	SRR5936106	human_gut
CSM79HJA	PRJNA398089	SRR5949352	PRJNA398089	SRR5946871	human_gut
HSM67VG8	PRJNA398089	SRR5949353	PRJNA398089	SRR5936104	human_gut
CSM79HIX	PRJNA398089	SRR5949354	PRJNA398089	SRR5936108	human_gut
HSM7CYX4	PRJNA398089	SRR5949355	PRJNA398089	SRR5936107	human_gut
HSM7J4JZ	PRJNA398089	SRR5949356	PRJNA398089	SRR5935839	human_gut
PSM7J182	PRJNA398089	SRR5949357	PRJNA398089	SRR5935840	human_gut
PSM7J1A8	PRJNA398089	SRR5949358	PRJNA398089	SRR5935801	human_gut
MSM79HDC	PRJNA398089	SRR5949359	PRJNA398089	SRR5935800	human_gut
MSM79HEY	PRJNA398089	SRR5949360	PRJNA398089	SRR5935795	human_gut
PSM7J19J	PRJNA398089	SRR5949361	PRJNA398089	SRR5935806	human_gut
HSM7CYYD	PRJNA398089	SRR5949362	PRJNA398089	SRR5935802	human_gut
CSM79HR6	PRJNA398089	SRR5949363	PRJNA398089	SRR5950716	human_gut
MSM79HAJ	PRJNA398089	SRR5949364	PRJNA398089	SRR5935799	human_gut
HSM7J4G1	PRJNA398089	SRR5949365	PRJNA398089	SRR5935797	human_gut
CSM7KOKB	PRJNA398089	SRR5949366	PRJNA398089	SRR5950714	human_gut
CSM7KOMP	PRJNA398089	SRR5949367	PRJNA398089	SRR5935796	human_gut
HSM5MD43	PRJNA398089	SRR5949368	PRJNA398089	SRR5935969	human_gut
MSM6J2KC	PRJNA398089	SRR5949369	PRJNA398089	SRR5936085	human_gut
ESM5MEDN	PRJNA398089	SRR5949370	PRJNA398089	SRR5936184	human_gut
CSM5MCVN	PRJNA398089	SRR5949371	PRJNA398089	SRR5935841	human_gut
HSM5MD62	PRJNA398089	SRR5949372	PRJNA398089	SRR5936183	human_gut
HSM5MD5D	PRJNA398089	SRR5949373	PRJNA398089	SRR5935966	human_gut
MSM5LLF4	PRJNA398089	SRR5949374	PRJNA398089	SRR5936079	human_gut
ESM5MEBU	PRJNA398089	SRR5949375	PRJNA398089	SRR5936083	human_gut
CSM5MCWC	PRJNA398089	SRR5949376	PRJNA398089	SRR5936186	human_gut
CSM5MCXJ	PRJNA398089	SRR5949377	PRJNA398089	SRR5936080	human_gut
ESM7F5CB	PRJNA398089	SRR5949378	PRJNA398089	SRR5936203	human_gut
PSM7J19N	PRJNA398089	SRR5949379	PRJNA398089	SRR5936204	human_gut
CSM7KOK5	PRJNA398089	SRR5949380	PRJNA398089	SRR5936205	human_gut
CSM7KOJG	PRJNA398089	SRR5949381	PRJNA398089	SRR5936207	human_gut
PSM7J19P	PRJNA398089	SRR5949382	PRJNA398089	SRR5936201	human_gut
CSM79HR8	PRJNA398089	SRR5949383	PRJNA398089	SRR5946700	human_gut
HSM7CZ3C	PRJNA398089	SRR5949384	PRJNA398089	SRR5936206	human_gut
HSM7CZ32	PRJNA398089	SRR5949385	PRJNA398089	SRR5936200	human_gut
HSM7CYXA	PRJNA398089	SRR5949386	PRJNA398089	SRR5936209	human_gut
PSM6XBUI	PRJNA398089	SRR5949387	PRJNA398089	SRR5936202	human_gut
CSM67UAY	PRJNA398089	SRR5949388	PRJNA398089	SRR5936011	human_gut
HSM5MD6W	PRJNA398089	SRR5949389	PRJNA398089	SRR5936010	human_gut
CSM67UB9	PRJNA398089	SRR5949390	PRJNA398089	SRR5962905	human_gut
CSM67UDJ	PRJNA398089	SRR5949391	PRJNA398089	SRR5936009	human_gut
HSM67VD2	PRJNA398089	SRR5949392	PRJNA398089	SRR5936006	human_gut
CSM67UAO	PRJNA398089	SRR5949393	PRJNA398089	SRR5946754	human_gut
HSM6XRSI	PRJNA398089	SRR5949394	PRJNA398089	SRR5935997	human_gut
HSM6XRST	PRJNA398089	SRR5949395	PRJNA398089	SRR5936001	human_gut
HSM6XRQM	PRJNA398089	SRR5949396	PRJNA398089	SRR5935998	human_gut
CSM67UE7	PRJNA398089	SRR5949397	PRJNA398089	SRR5935999	human_gut
HSM7J4IP	PRJNA398089	SRR5949398	PRJNA398089	SRR5935949	human_gut
PSM7J193	PRJNA398089	SRR5949399	PRJNA398089	SRR5936093	human_gut
HSM5MD7O	PRJNA398089	SRR5949400	PRJNA398089	SRR5935941	human_gut
HSM5MD3Y	PRJNA398089	SRR5949401	PRJNA398089	SRR5935940	human_gut
HSM5MD6A	PRJNA398089	SRR5949402	PRJNA398089	SRR5935939	human_gut
HSM6XRQB	PRJNA398089	SRR5949403	PRJNA398089	SRR5935765	human_gut
CSM7KOO9	PRJNA398089	SRR5949404	PRJNA398089	SRR5950486	human_gut
CSM5MCZB	PRJNA398089	SRR5949405	PRJNA398089	SRR5935945	human_gut
CSM5MCXN	PRJNA398089	SRR5949406	PRJNA398089	SRR5935909	human_gut
ESM5GEXY	PRJNA398089	SRR5949407	PRJNA398089	SRR5935911	human_gut
HSM6XRT8	PRJNA398089	SRR5949408	PRJNA398089	SRR5935915	human_gut
HSM6XRSX	PRJNA398089	SRR5949409	PRJNA398089	SRR5935769	human_gut
CSM7KOPK	PRJNA398089	SRR5949410	PRJNA398089	SRR5950484	human_gut
HSM7J4MK	PRJNA398089	SRR5949411	PRJNA398089	SRR5935948	human_gut
HSM5MD5P	PRJNA398089	SRR5949412	PRJNA398089	SRR5935918	human_gut
PSM7J18I	PRJNA398089	SRR5949413	PRJNA398089	SRR5936101	human_gut
CSM79HID	PRJNA398089	SRR5949414	PRJNA398089	SRR5936030	human_gut
HSM6XRUR	PRJNA398089	SRR5949415	PRJNA398089	SRR5936033	human_gut
HSM67VHB	PRJNA398089	SRR5949416	PRJNA398089	SRR5936029	human_gut
CSM79HJW	PRJNA398089	SRR5949417	PRJNA398089	SRR5936218	human_gut
HSM67VF3	PRJNA398089	SRR5949418	PRJNA398089	SRR5936041	human_gut
HSM67VEU	PRJNA398089	SRR5949419	PRJNA398089	SRR5936037	human_gut
HSM67VFZ	PRJNA398089	SRR5949420	PRJNA398089	SRR5936031	human_gut
CSM79HH4	PRJNA398089	SRR5949421	PRJNA398089	SRR5947037	human_gut
MSM9VZEU	PRJNA398089	SRR5949422	PRJNA398089	SRR5936092	human_gut
CSM79HIF	PRJNA398089	SRR5949423	PRJNA398089	SRR5946749	human_gut
CSM79HI3	PRJNA398089	SRR5949424	PRJNA398089	SRR5936222	human_gut
HSM7J4JJ	PRJNA398089	SRR5949425	PRJNA398089	SRR5936091	human_gut
MSM79H87	PRJNA398089	SRR5949426	PRJNA398089	SRR5935872	human_gut
MSM79HB6	PRJNA398089	SRR5949427	PRJNA398089	SRR5935850	human_gut
HSM7J4LN	PRJNA398089	SRR5949428	PRJNA398089	SRR5935851	human_gut
PSM7J17F	PRJNA398089	SRR5949429	PRJNA398089	SRR5936096	human_gut
MSM6J2K2	PRJNA398089	SRR5949430	PRJNA398089	SRR5935914	human_gut
HSM7J4NE	PRJNA398089	SRR5949431	PRJNA398089	SRR5936174	human_gut
PSM7J18K	PRJNA398089	SRR5949432	PRJNA398089	SRR5935861	human_gut
PSM7J136	PRJNA398089	SRR5949433	PRJNA398089	SRR5936172	human_gut
CSM7KOPO	PRJNA398089	SRR5949434	PRJNA398089	SRR5950771	human_gut
CSM7KORU	PRJNA398089	SRR5949435	PRJNA398089	SRR5950772	human_gut
MSM79H83	PRJNA398089	SRR5949436	PRJNA398089	SRR5936098	human_gut
CSM79HPS	PRJNA398089	SRR5949437	PRJNA398089	SRR5935865	human_gut
PSM7J1AM	PRJNA398089	SRR5949438	PRJNA398089	SRR5935864	human_gut
ESM718T7	PRJNA398089	SRR5949439	PRJNA398089	SRR5935886	human_gut
HSM6XRVW	PRJNA398089	SRR5949440	PRJNA398089	SRR5935874	human_gut
HSM7J4PS	PRJNA398089	SRR5949441	PRJNA398089	SRR5935873	human_gut
HSM7CYXC	PRJNA398089	SRR5949442	PRJNA398089	SRR5935930	human_gut
MSM79HEU	PRJNA398089	SRR5949443	PRJNA398089	SRR5936081	human_gut
CSM79HR2	PRJNA398089	SRR5949444	PRJNA398089	SRR5946648	human_gut
HSM7CZ2Z	PRJNA398089	SRR5949445	PRJNA398089	SRR5936128	human_gut
CSM79HN6	PRJNA398089	SRR5949446	PRJNA398089	SRR5946941	human_gut
HSM67VFJ	PRJNA398089	SRR5949447	PRJNA398089	SRR5936129	human_gut
HSM6XRVK	PRJNA398089	SRR5949448	PRJNA398089	SRR5936130	human_gut
CSM79HMT	PRJNA398089	SRR5949449	PRJNA398089	SRR5936185	human_gut
CSM79HPC	PRJNA398089	SRR5949450	PRJNA398089	SRR5947074	human_gut
HSM7CYXI	PRJNA398089	SRR5949451	PRJNA398089	SRR5936141	human_gut
HSM7CYYH	PRJNA398089	SRR5949452	PRJNA398089	SRR5936127	human_gut
HSM7J4PO	PRJNA398089	SRR5949453	PRJNA398089	SRR5935885	human_gut
HSM67VGY	PRJNA398089	SRR5949454	PRJNA398089	SRR5935883	human_gut
CSM7KOO5	PRJNA398089	SRR5949455	PRJNA398089	SRR5950636	human_gut
HSM7J4OZ	PRJNA398089	SRR5949456	PRJNA398089	SRR5935779	human_gut
MSM9VZF1	PRJNA398089	SRR5949457	PRJNA398089	SRR5935777	human_gut
CSM7KOSP	PRJNA398089	SRR5949458	PRJNA398089	SRR5950565	human_gut
MSM9VZMO	PRJNA398089	SRR5949459	PRJNA398089	SRR5935778	human_gut
PSM7J18Q	PRJNA398089	SRR5949460	PRJNA398089	SRR5935775	human_gut
HSM7J4K6	PRJNA398089	SRR5949461	PRJNA398089	SRR5935776	human_gut
HSM7J4O3	PRJNA398089	SRR5949462	PRJNA398089	SRR5935772	human_gut
CSM7KOU9	PRJNA398089	SRR5949463	PRJNA398089	SRR5950609	human_gut
HSM5MD48	PRJNA398089	SRR5949464	PRJNA398089	SRR5935853	human_gut
MSM5LLDC	PRJNA398089	SRR5949465	PRJNA398089	SRR5935854	human_gut
MSM5LLEP	PRJNA398089	SRR5949466	PRJNA398089	SRR5935855	human_gut
MSM6J2HB	PRJNA398089	SRR5949467	PRJNA398089	SRR5935856	human_gut
CSM5MCY4	PRJNA398089	SRR5949468	PRJNA398089	SRR5936178	human_gut
MSM6J2J3	PRJNA398089	SRR5949469	PRJNA398089	SRR5936177	human_gut
MSM6J2IQ	PRJNA398089	SRR5949470	PRJNA398089	SRR5935862	human_gut
CSM5MCXH	PRJNA398089	SRR5949471	PRJNA398089	SRR5935863	human_gut
MSM5LLHC	PRJNA398089	SRR5949472	PRJNA398089	SRR5936181	human_gut
CSM5MCXT	PRJNA398089	SRR5949473	PRJNA398089	SRR5936179	human_gut
HSM67VEE	PRJNA398089	SRR5949474	PRJNA398089	SRR5936155	human_gut
HSM6XRRB	PRJNA398089	SRR5949475	PRJNA398089	SRR5936161	human_gut
CSM5MCY8	PRJNA398089	SRR5949476	PRJNA398089	SRR5935919	human_gut
CSM67UCK	PRJNA398089	SRR5949477	PRJNA398089	SRR5936002	human_gut
HSM6XRRJ	PRJNA398089	SRR5949478	PRJNA398089	SRR5936000	human_gut
HSM67VEC	PRJNA398089	SRR5949479	PRJNA398089	SRR5936004	human_gut
HSM6XRRV	PRJNA398089	SRR5949480	PRJNA398089	SRR5936003	human_gut
MSM6J2QH	PRJNA398089	SRR5949481	PRJNA398089	SRR5935995	human_gut
HSM6XRUL	PRJNA398089	SRR5949482	PRJNA398089	SRR5936156	human_gut
CSM67UDN	PRJNA398089	SRR5949483	PRJNA398089	SRR5936157	human_gut
CSM67UFZ	PRJNA398089	SRR5949484	PRJNA398089	SRR5936158	human_gut
CSM5MCXL	PRJNA398089	SRR5949485	PRJNA398089	SRR5935830	human_gut
CSM5MCWE	PRJNA398089	SRR5949486	PRJNA398089	SRR5935831	human_gut
HSM5MD6Y	PRJNA398089	SRR5949487	PRJNA398089	SRR5935834	human_gut
MSM6J2RC	PRJNA398089	SRR5949488	PRJNA398089	SRR5935986	human_gut
MSM79H54	PRJNA398089	SRR5949489	PRJNA398089	SRR5935984	human_gut
CSM79HKT	PRJNA398089	SRR5949490	PRJNA398089	SRR5935980	human_gut
CSM79HO1	PRJNA398089	SRR5949491	PRJNA398089	SRR5935979	human_gut
MSM6J2SK	PRJNA398089	SRR5949492	PRJNA398089	SRR5935985	human_gut
MSM79H5G	PRJNA398089	SRR5949493	PRJNA398089	SRR5935981	human_gut
CSM79HNO	PRJNA398089	SRR5949494	PRJNA398089	SRR5946940	human_gut
CSM79HJS	PRJNA398089	SRR5949495	PRJNA398089	SRR5946694	human_gut
ESM718TF	PRJNA398089	SRR5949496	PRJNA398089	SRR5935896	human_gut
HSM7CYX2	PRJNA398089	SRR5949497	PRJNA398089	SRR5935897	human_gut
HSM5MD6I	PRJNA398089	SRR5949498	PRJNA398089	SRR5935770	human_gut
MSM6J2KE	PRJNA398089	SRR5949499	PRJNA398089	SRR5935913	human_gut
MSM6J2JP	PRJNA398089	SRR5949500	PRJNA398089	SRR5935912	human_gut
HSM7J4MA	PRJNA398089	SRR5949501	PRJNA398089	SRR5936171	human_gut
CSM7KOSL	PRJNA398089	SRR5949502	PRJNA398089	SRR5950776	human_gut
MSM9VZFL	PRJNA398089	SRR5949503	PRJNA398089	SRR5936168	human_gut
MSM9VZEW	PRJNA398089	SRR5949504	PRJNA398089	SRR5936167	human_gut
HSM7J4IR	PRJNA398089	SRR5949505	PRJNA398089	SRR5936170	human_gut
PSM7J184	PRJNA398089	SRR5949506	PRJNA398089	SRR5936169	human_gut
CSM7KOPM	PRJNA398089	SRR5949507	PRJNA398089	SRR5950504	human_gut
HSM7J4KC	PRJNA398089	SRR5949508	PRJNA398089	SRR5936165	human_gut
CSM7KOSX	PRJNA398089	SRR5949509	PRJNA398089	SRR5950775	human_gut
PSM7J1CU	PRJNA398089	SRR5949510	PRJNA398089	SRR5936164	human_gut
CSM7KOPW	PRJNA398089	SRR5949511	PRJNA398089	SRR5950485	human_gut
MSM79H9W	PRJNA398089	SRR5949512	PRJNA398089	SRR5936097	human_gut
PSM7J179	PRJNA398089	SRR5949513	PRJNA398089	SRR5936055	human_gut
CSM7KOMB	PRJNA398089	SRR5949514	PRJNA398089	SRR5950681	human_gut
HSM7J4GD	PRJNA398089	SRR5949515	PRJNA398089	SRR5936060	human_gut
HSM7J4HO	PRJNA398089	SRR5949516	PRJNA398089	SRR5936059	human_gut
PSM6XBUQ	PRJNA398089	SRR5949517	PRJNA398089	SRR5935803	human_gut
CSM7KOLA	PRJNA398089	SRR5949518	PRJNA398089	SRR5935804	human_gut
CSM7KOLM	PRJNA398089	SRR5949519	PRJNA398089	SRR5950680	human_gut
HSM7J4PW	PRJNA398089	SRR5949520	PRJNA398089	SRR5936054	human_gut
HSM7J4R2	PRJNA398089	SRR5949521	PRJNA398089	SRR5936065	human_gut
HSM7J4PK	PRJNA398089	SRR5949522	PRJNA398089	SRR5936061	human_gut
CSM7KOPS	PRJNA398089	SRR5949523	PRJNA398089	SRR5950674	human_gut
CSM7KOMT	PRJNA398089	SRR5949524	PRJNA398089	SRR5935748	human_gut
CSM7KOKZ	PRJNA398089	SRR5949525	PRJNA398089	SRR5950635	human_gut
PSM7J1BR	PRJNA398089	SRR5949526	PRJNA398089	SRR5936139	human_gut
MSM79HCR	PRJNA398089	SRR5949527	PRJNA398089	SRR5936137	human_gut
HSM7CYYB	PRJNA398089	SRR5949528	PRJNA398089	SRR5936138	human_gut
HSM7J4PM	PRJNA398089	SRR5949529	PRJNA398089	SRR5936135	human_gut
PSM7J17B	PRJNA398089	SRR5949530	PRJNA398089	SRR5936136	human_gut
HSM7J4QJ	PRJNA398089	SRR5949531	PRJNA398089	SRR5936175	human_gut
HSM7J4PY	PRJNA398089	SRR5949532	PRJNA398089	SRR5936133	human_gut
HSM67VGC	PRJNA398089	SRR5949533	PRJNA398089	SRR5936213	human_gut
CSM79HIJ	PRJNA398089	SRR5949534	PRJNA398089	SRR5946657	human_gut
MSM6J2QD	PRJNA398089	SRR5949535	PRJNA398089	SRR5935746	human_gut
CSM67UEI	PRJNA398089	SRR5949536	PRJNA398089	SRR5935742	human_gut
HSM67VEM	PRJNA398089	SRR5949537	PRJNA398089	SRR5936125	human_gut
MSM79H5E	PRJNA398089	SRR5949538	PRJNA398089	SRR5935740	human_gut
HSM67VIB	PRJNA398089	SRR5949539	PRJNA398089	SRR5936126	human_gut
HSM6XRVO	PRJNA398089	SRR5949540	PRJNA398089	SRR5936122	human_gut
HSM67VHF	PRJNA398089	SRR5949541	PRJNA398089	SRR5936120	human_gut
HSM7CYZ7	PRJNA398089	SRR5949542	PRJNA398089	SRR5936124	human_gut
HSM6XRV4	PRJNA398089	SRR5949543	PRJNA398089	SRR5936123	human_gut
CSM79HRC	PRJNA398089	SRR5949544	PRJNA398089	SRR5946784	human_gut
CSM79HHU	PRJNA398089	SRR5949545	PRJNA398089	SRR5946653	human_gut
CSM79HOZ	PRJNA398089	SRR5949546	PRJNA398089	SRR5946946	human_gut
MSM6J2OP	PRJNA398089	SRR5949547	PRJNA398089	SRR5936053	human_gut
CSM79HH8	PRJNA398089	SRR5949548	PRJNA398089	SRR5946908	human_gut
CSM79HGX	PRJNA398089	SRR5949549	PRJNA398089	SRR5946740	human_gut
PSM6XBVK	PRJNA398089	SRR5949550	PRJNA398089	SRR5936047	human_gut
ESM7F5AK	PRJNA398089	SRR5949551	PRJNA398089	SRR5936050	human_gut
CSM79HIT	PRJNA398089	SRR5949552	PRJNA398089	SRR5936046	human_gut
HSM67VFD	PRJNA398089	SRR5949553	PRJNA398089	SRR5936044	human_gut
HSM7CYZT	PRJNA398089	SRR5949554	PRJNA398089	SRR5936048	human_gut
HSM7J4K4	PRJNA398089	SRR5949555	PRJNA398089	SRR5936078	human_gut
HSM7J4MC	PRJNA398089	SRR5949556	PRJNA398089	SRR5936067	human_gut
MSM9VZMM	PRJNA398089	SRR5949557	PRJNA398089	SRR5936197	human_gut
